                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.76279,                 0.6087,                0.92067,                 0.7951,                0.92068,                0.91599,                0.66249,                  1.155,                 1.0269,                 1.0735,             0.00040334,             0.00040334,             0.00040334
                    148,                 0.7631,                0.63121,                 0.9188,                0.66425,                0.97619,                0.93221,                0.68384,                 1.1517,                0.96703,                  1.076,             0.00039626,             0.00039626,             0.00039626
                    149,                0.75835,                 0.5882,                0.90242,                0.83537,                0.94555,                0.92472,                0.68077,                 1.1414,                0.91728,                 1.0681,             0.00038919,             0.00038919,             0.00038919
                    150,                0.76234,                0.61031,                0.93622,                0.83883,                0.87716,                0.91879,                0.71724,                 1.1125,                0.88517,                 1.0614,             0.00038211,             0.00038211,             0.00038211
                    151,                 0.8131,                0.64651,                0.95492,                0.86122,                0.83281,                 0.9296,                0.72971,                 1.0915,                0.92273,                 1.0858,             0.00037504,             0.00037504,             0.00037504
                    152,                 0.7288,                0.57791,                0.92198,                0.87286,                 0.7909,                0.92052,                 0.7217,                 1.1033,                0.96431,                 1.0953,             0.00036797,             0.00036797,             0.00036797
                    153,                0.78034,                0.62936,                0.93148,                0.88524,                0.78592,                0.92049,                0.68004,                 1.1328,                0.95714,                 1.0957,             0.00036089,             0.00036089,             0.00036089
                    154,                0.74427,                0.60213,                0.90711,                0.90642,                0.78123,                0.90089,                0.66353,                 1.1131,                0.99483,                 1.0529,             0.00035382,             0.00035382,             0.00035382
                    155,                0.71608,                0.56476,                0.90685,                0.87144,                0.82002,                0.89473,                0.68497,                 1.1305,                 1.0716,                 1.0487,             0.00034675,             0.00034675,             0.00034675
                    156,                0.80594,                0.57995,                0.92699,                0.89479,                0.77381,                0.88467,                  0.659,                 1.1038,                 1.0502,                   1.06,             0.00033967,             0.00033967,             0.00033967
                    157,                0.75334,                0.57049,                0.93338,                 0.8391,                0.77381,                 0.8666,                 0.6132,                 1.1351,                   1.04,                 1.0849,              0.0003326,              0.0003326,              0.0003326
                    158,                 0.7462,                0.56591,                0.91333,                0.82955,                0.76959,                0.82548,                0.58446,                 1.1458,                 1.0586,                 1.0821,             0.00032553,             0.00032553,             0.00032553
                    159,                0.75482,                0.65033,                0.90999,                0.86632,                 0.7636,                0.87032,                0.57048,                 1.1796,                 1.0672,                 1.0944,             0.00031845,             0.00031845,             0.00031845
                    160,                0.75667,                0.59558,                0.93173,                0.85692,                0.79077,                0.90164,                0.63638,                 1.1728,                 1.0907,                 1.1031,             0.00031138,             0.00031138,             0.00031138
                    161,                0.71786,                0.61169,                0.92114,                0.77086,                 0.9213,                0.90133,                0.63977,                 1.1936,                 1.0597,                 1.1039,             0.00030431,             0.00030431,             0.00030431
                    162,                0.72895,                0.55331,                0.91941,                0.80226,                0.91501,                0.92164,                0.64441,                  1.176,                 1.0271,                 1.1012,             0.00029723,             0.00029723,             0.00029723
                    163,                0.75648,                0.60825,                0.94357,                0.78182,                0.91862,                0.92772,                0.67838,                 1.1646,                  1.013,                 1.1079,             0.00029016,             0.00029016,             0.00029016
                    164,                0.77728,                0.58245,                0.89943,                0.79629,                0.89086,                0.93128,                0.72225,                 1.1297,                0.98444,                 1.0978,             0.00028308,             0.00028308,             0.00028308
                    165,                0.68537,                0.54682,                0.88062,                0.86266,                0.79085,                 0.9187,                0.72266,                 1.1244,                0.98686,                 1.0851,             0.00027601,             0.00027601,             0.00027601
                    166,                0.69551,                0.53855,                0.88555,                0.85918,                0.79522,                0.90547,                0.72359,                  1.116,                0.98944,                 1.0681,             0.00026894,             0.00026894,             0.00026894
                    167,                0.73158,                0.55743,                0.91876,                0.84328,                0.77381,                 0.8545,                0.63313,                 1.1378,                 1.0565,                 1.0675,             0.00026186,             0.00026186,             0.00026186
                    168,                  0.769,                0.54212,                0.91671,                0.86504,                0.76334,                0.84072,                0.62383,                 1.1429,                 1.0766,                 1.0583,             0.00025479,             0.00025479,             0.00025479
                    169,                0.77341,                0.56984,                0.91819,                0.89865,                0.76992,                0.86602,                0.64516,                 1.1398,                 1.0291,                 1.0385,             0.00024772,             0.00024772,             0.00024772
                    170,                0.74824,                0.57514,                0.91958,                0.89613,                0.78172,                0.86801,                0.61504,                 1.1214,                 1.0452,                 1.0321,             0.00024064,             0.00024064,             0.00024064
                    171,                 0.7456,                0.53599,                0.91636,                0.92833,                0.78704,                0.88798,                0.67353,                 1.1266,                 1.0647,                 1.0388,             0.00023357,             0.00023357,             0.00023357
                    172,                0.74065,                0.53725,                0.91579,                0.92121,                0.76809,                0.86633,                0.65436,                 1.1147,                 1.0419,                 1.0438,              0.0002265,              0.0002265,              0.0002265
                    173,                0.68189,                0.50434,                0.87181,                0.89466,                0.77618,                0.85893,                0.60846,                 1.1284,                0.98588,                 1.0509,             0.00021942,             0.00021942,             0.00021942
                    174,                 0.6999,                0.56162,                0.90751,                0.89755,                0.77676,                0.85914,                0.61138,                 1.1313,                0.96364,                 1.0511,             0.00021235,             0.00021235,             0.00021235
                    175,                0.70016,                0.56143,                0.89929,                0.90515,                0.77381,                0.88312,                0.63073,                 1.1213,                0.95792,                 1.0467,             0.00020528,             0.00020528,             0.00020528
                    176,                0.74006,                0.57446,                0.92559,                0.94483,                 0.7721,                0.88116,                0.64856,                 1.1002,                0.97471,                 1.0434,              0.0001982,              0.0001982,              0.0001982
                    177,                0.70365,                0.53211,                0.87475,                0.91766,                   0.75,                0.86156,                0.63451,                 1.0851,                0.97153,                 1.0366,             0.00019113,             0.00019113,             0.00019113
                    178,                 0.7372,                0.56011,                0.90382,                0.92114,                   0.75,                0.86723,                0.62337,                 1.0921,                 1.0115,                  1.044,             0.00018406,             0.00018406,             0.00018406
                    179,                0.68781,                0.53606,                0.90315,                0.88653,                 0.7811,                0.87096,                0.58243,                 1.0977,                 1.0179,                 1.0517,             0.00017698,             0.00017698,             0.00017698
                    180,                0.62384,                0.52037,                0.88976,                0.89627,                0.79762,                0.87514,                0.58725,                 1.1143,                 1.0287,                 1.0528,             0.00016991,             0.00016991,             0.00016991
                    181,                0.69853,                0.51839,                0.88221,                0.89634,                0.79762,                0.87145,                0.62054,                 1.1034,                 1.0499,                 1.0502,             0.00016283,             0.00016283,             0.00016283
                    182,                0.67134,                0.48805,                0.86935,                0.90907,                0.79762,                0.87488,                0.63428,                  1.102,                 1.0514,                 1.0552,             0.00015576,             0.00015576,             0.00015576
                    183,                0.65761,                 0.5093,                0.92229,                0.93991,                0.77146,                0.87938,                 0.6326,                 1.1013,                 1.0223,                 1.0578,             0.00014869,             0.00014869,             0.00014869
                    184,                0.67411,                0.51781,                0.86417,                0.88674,                0.79762,                0.87093,                0.62887,                 1.1119,                 1.0058,                 1.0633,             0.00014161,             0.00014161,             0.00014161
                    185,                 0.6487,                 0.5075,                0.88405,                0.87437,                0.79762,                 0.8703,                0.63089,                  1.093,                 0.9726,                  1.053,             0.00013454,             0.00013454,             0.00013454
                    186,                0.66947,                0.50934,                0.89544,                0.87072,                0.79762,                 0.8711,                0.60518,                 1.0717,                0.96345,                  1.047,             0.00012747,             0.00012747,             0.00012747
                    187,                0.68853,                0.50571,                0.89824,                0.88326,                0.79762,                0.87225,                0.60948,                 1.0596,                0.94415,                 1.0372,             0.00012039,             0.00012039,             0.00012039
                    188,                0.69398,                0.51498,                0.89297,                0.90921,                0.77512,                0.86866,                 0.6107,                 1.0645,                0.94043,                 1.0314,             0.00011332,             0.00011332,             0.00011332
                    189,                 0.6292,                0.48273,                0.88149,                0.88786,                0.79762,                0.89823,                0.63335,                 1.0702,                0.92869,                 1.0359,             0.00010625,             0.00010625,             0.00010625
                    190,                0.64679,                0.49742,                0.87609,                0.88208,                0.79762,                0.89663,                0.63402,                 1.0728,                 0.9285,                 1.0327,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.77501,                0.56835,                0.89527,                0.87056,                0.80617,                0.89557,                0.63066,                 1.0881,                0.92079,                  1.028,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.76863,                0.53743,                0.89981,                0.81974,                0.85466,                0.88768,                0.62749,                 1.0788,                0.93398,                 1.0153,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.76286,                0.56088,                0.91343,                0.82288,                0.84454,                0.87974,                0.62082,                 1.0731,                0.97184,                 1.0289,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                 0.7142,                0.50068,                0.86837,                0.84422,                0.79762,                0.88378,                0.59186,                 1.1065,                0.99184,                 1.0478,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.74883,                0.53808,                0.90355,                0.85232,                0.77627,                0.88815,                0.58625,                 1.1344,                 1.0122,                 1.0663,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.74608,                0.52235,                0.89916,                0.86919,                0.77356,                0.86303,                0.56679,                 1.1581,                 1.0297,                 1.0805,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.73766,                0.53324,                0.89971,                0.82465,                0.79762,                0.86344,                0.56441,                 1.1591,                 1.0396,                 1.0868,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.73567,                 0.4934,                0.87382,                0.81565,                0.79762,                0.86373,                0.59885,                 1.1666,                 1.0536,                  1.102,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.66377,                0.46122,                 0.8609,                0.82345,                0.79762,                0.86128,                0.56926,                 1.1618,                 1.0412,                 1.1021,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                 0.7304,                0.48793,                0.91024,                0.85708,                0.77551,                0.86198,                0.60217,                 1.1646,                 1.0376,                 1.1163,             2.8437e-05,             2.8437e-05,             2.8437e-05
